wutaixiang	phrase-full
wuy	phrase-prefix
wuya	phrase-prefix
wuyan	phrase-prefix
wuyanw	phrase-prefix
wuyanwe	phrase-prefix
wuyanwen	phrase-prefix
wuyanwenx	phrase-prefix
wuyanwenxi	phrase-prefix
wuyanwenxiu	phrase-full
wuyi	phrase-prefix
wuyih	phrase-prefix
wuyiho	phrase-prefix
wuyihou	phrase-prefix
wuyihouh	phrase-prefix
wuyihouhu	phrase-prefix
wuyihouhua	phrase-prefix
wuyihouhuan	phrase-full
wuyu	phrase-prefix
wuyub	phrase-prefix
wuyubi	phrase-prefix
wuyubin	phrase-prefix
wuyubing	phrase-prefix
wuyubingz	phrase-prefix
wuyubingzh	phrase-prefix
wuyubingzho	phrase-prefix
wuyubingzhon	phrase-prefix
wuyubingzhong	phrase-full
wuz	phrase-prefix
wuzh	phrase-prefix
wuzhu	phrase-prefix
wuzhua	phrase-prefix
wuzhuap	phrase-prefix
wuzhuapi	phrase-prefix
wuzhuapin	phrase-prefix
wuzhuaping	phrase-prefix
wuzhuapingg	phrase-prefix
wuzhuapinggu	phrase-prefix
wuzhuapingguo	phrase-full
ww	phrase-initial
wwaid	phrase-mixed
wwan	phrase-mixed
wway	phrase-mixed
wwd	phrase-initial
wwdq	phrase-initial
wwei	phrase-mixed
wwi	adjacent-key
wwn	adjacent-key
wwng	adjacent-key
wwodqing	phrase-mixed
wwos	phrase-mixed
wws	phrase-initial
wwy	phrase-initial
wx	phrase-initial
wxin	phrase-mixed
wy	adjacent-key,phrase-initial
wyanjchuan	phrase-mixed
wyanwxiu	phrase-mixed
wyaoq	phrase-mixed
wybz	phrase-initial
wyes	phrase-mixed
wyhh	phrase-initial
wyihhuan	phrase-mixed
wyizdao	phrase-mixed
wyjc	phrase-initial
wyq	phrase-initial
wys	phrase-initial
wyu	phrase-mixed
wyubzhong	phrase-mixed
wywx	phrase-initial
wyzd	phrase-initial
wz	phrase-initial
wzhe	phrase-mixed
wzhu	phrase-mixed
wzhuapguo	phrase-mixed
wzpg	phrase-initial
x	missing-letter,phrase-prefix,syllable-prefix
xa	adjacent-key,missing-letter
xai	adjacent-key,transposed-letters
xain	transposed-letters
xaing	transposed-letters
xaio	transposed-letters
xan	adjacent-key,missing-letter
xang	adjacent-key,missing-letter
xao	adjacent-key,missing-letter
xaun	transposed-letters
xb	phrase-initial
xbai	phrase-mixed
xban	phrase-mixed
xbanywenx	phrase-mixed
xbaoz	phrase-mixed
xbywx	phrase-initial
xbz	phrase-initial
xc	phrase-initial
xcai	phrase-mixed
xchang	phrase-mixed
xchemren	phrase-mixed
xcheng	phrase-mixed
xchi	phrase-mixed
xcmr	phrase-initial
xcuo	phrase-mixed
xd	phrase-initial
xdaih	phrase-mixed
xdang	phrase-mixed
xdh	phrase-initial
xdian	phrase-mixed
xdie	phrase-mixed
xding	phrase-mixed
xe	adjacent-key,missing-letter,phrase-initial
xei	adjacent-key,transposed-letters
xen	adjacent-key,phrase-mixed
xeng	adjacent-key
xeu	transposed-letters
xf	phrase-initial
xfang	phrase-mixed
xfawseng	phrase-mixed
xfeng	phrase-mixed
xfws	phrase-initial
xgd	phrase-initial
xgeldi	phrase-mixed
xgld	phrase-initial
xgoud	phrase-mixed
xgour	phrase-mixed
xgr	phrase-initial
xgsybh	phrase-initial
xguangsyuebhuo	phrase-mixed
xh	phrase-initial
xha	adjacent-key
xhai	adjacent-key,phrase-mixed
xhan	adjacent-key
xhang	adjacent-key
xhao	adjacent-key,phrase-mixed
xhe	adjacent-key,phrase-mixed
xhei	adjacent-key
xhen	adjacent-key
xheng	adjacent-key
xhi	adjacent-key
xhl	phrase-initial
xhong	adjacent-key
xhou	adjacent-key
xhu	adjacent-key
xhua	adjacent-key,phrase-mixed
xhuai	adjacent-key
xhual	phrase-mixed
xhuan	adjacent-key
xhuang	adjacent-key
xhuanl	phrase-mixed
xhui	adjacent-key,phrase-mixed
xhun	adjacent-key
xhuo	adjacent-key
xi	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
xia	missing-letter,phrase-prefix,syllable,syllable-prefix
xiab	adjacent-key
xiabg	adjacent-key
xiac	phrase-prefix
xiaca	phrase-prefix
xiacai	phrase-full
xiag	missing-letter
xiagn	transposed-letters
xiai	adjacent-key
xial	phrase-prefix
xiala	phrase-prefix
xialao	phrase-full
xiam	adjacent-key
xiamg	adjacent-key
xian	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
xianc	phrase-prefix
xianca	phrase-prefix
xiancai	phrase-full
xianf	adjacent-key
xiang	phrase-prefix,syllable
xiangc	phrase-prefix
xiangch	phrase-prefix
xiangche	phrase-prefix
xiangchem	phrase-prefix
xiangcheme	phrase-prefix
xiangchemei	phrase-prefix
xiangchemeir	phrase-prefix
xiangchemeire	phrase-prefix
xiangchemeiren	phrase-full
xiangchen	phrase-prefix
xiangcheng	phrase-full
xiangd	phrase-prefix
xiangda	phrase-prefix
xiangdai	phrase-prefix
xiangdaih	phrase-prefix
xiangdaihu	phrase-prefix
xiangdaihui	phrase-full
xiangdan	phrase-prefix
xiangdang	phrase-full
xiangh	phrase-prefix
xiangha	phrase-prefix
xianghai	phrase-full
xianghao	phrase-full
xiangl	phrase-prefix
xianglu	phrase-prefix
xianglue	phrase-full
xiangp	phrase-prefix
xiangpi	phrase-prefix
xiangpis	phrase-prefix
xiangpish	phrase-prefix
xiangpishu	phrase-full
xiangq	phrase-prefix
xiangqu	phrase-prefix
xiangqus	phrase-prefix
xiangqush	phrase-prefix
xiangqushe	phrase-prefix
xiangqushen	phrase-prefix
xiangqushenw	phrase-prefix
xiangqushenwu	phrase-full
xiangs	phrase-prefix
xiangsh	phrase-prefix
xiangshi	phrase-full
xiangsu	phrase-full
xiangx	phrase-prefix
xiangxi	phrase-prefix
xiangxia	phrase-prefix
xiangxian	phrase-prefix
xiangxiang	phrase-prefix
xiangxiangk	phrase-prefix
xiangxiangka	phrase-prefix
xiangxiangkan	phrase-full
xiangxie	phrase-prefix
xiangxiel	phrase-prefix
xiangxieli	phrase-prefix
xiangxielis	phrase-prefix
xiangxielish	phrase-prefix
xiangxielishe	phrase-full
xiangz	phrase-prefix
xiangzi	phrase-full
xianh	adjacent-key,phrase-prefix
xianhu	phrase-prefix
xianhui	phrase-full
xianj	phrase-prefix
xianji	phrase-prefix
xianjin	phrase-full
xiank	phrase-prefix
xianku	phrase-prefix
xiankua	phrase-prefix
xiankuan	phrase-full
xiano	phrase-prefix
xianon	phrase-prefix
xianong	phrase-full
xianr	phrase-prefix
xianra	phrase-prefix
xianran	phrase-prefix
xianrann	phrase-prefix
xianranne	phrase-prefix
xianrannen	phrase-prefix
xianranneng	phrase-full
xians	phrase-prefix
xiansh	phrase-prefix
xianshi	phrase-full
xiany	phrase-prefix
xianyi	phrase-prefix
xianyin	phrase-prefix
xianying	phrase-prefix
xianyingl	phrase-prefix
xianyingli	phrase-full
xianz	phrase-prefix
xianzh	phrase-prefix
xianzhi	phrase-prefix
xianzhis	phrase-prefix
xianzhish	phrase-prefix
xianzhishi	phrase-full
xianzhu	phrase-prefix
xianzhua	phrase-prefix
xianzhuan	phrase-prefix
xianzhuang	phrase-full
xianzu	phrase-full
xiao	phrase-prefix,syllable
xiaob	phrase-prefix
xiaoba	phrase-prefix
xiaobai	phrase-full
xiaoc	phrase-prefix
xiaoch	phrase-prefix
xiaocha	phrase-prefix
xiaochan	phrase-prefix
xiaochang	phrase-full
xiaocu	phrase-prefix
xiaocuo	phrase-full
xiaod	phrase-prefix
xiaodi	phrase-prefix
xiaodie	phrase-full
xiaof	phrase-prefix
xiaofa	phrase-prefix
xiaofaw	phrase-prefix
xiaofawe	phrase-prefix
xiaofawei	phrase-prefix
xiaofaweis	phrase-prefix
xiaofaweise	phrase-prefix
xiaofaweisen	phrase-prefix
xiaofaweiseng	phrase-full
xiaoj	phrase-prefix
xiaoji	phrase-prefix
xiaojia	phrase-prefix
xiaojian	phrase-prefix
xiaojiang	phrase-full
xiaojin	phrase-prefix
xiaojing	phrase-full
xiaoq	phrase-prefix
xiaoqu	phrase-prefix
xiaoque	phrase-prefix
xiaoquex	phrase-prefix
xiaoquexi	phrase-prefix
xiaoquexin	phrase-prefix
xiaoquexing	phrase-full
xiaoquq	phrase-prefix
xiaoquqi	phrase-prefix
xiaoquqiu	phrase-full
xiaoy	phrase-prefix
xiaoye	phrase-prefix
xiaoyeq	phrase-prefix
xiaoyequ	phrase-full
xiaoz	phrase-prefix
xiaozh	phrase-prefix
xiaozha	phrase-prefix
xiaozhan	phrase-prefix
xiaozhang	phrase-prefix
xiaozhangf	phrase-prefix
xiaozhangfu	phrase-full
xiaozhu	phrase-prefix
xiaozhuy	phrase-prefix
xiaozhuya	phrase-prefix
xiaozhuyan	phrase-prefix
xiaozhuyank	phrase-prefix
xiaozhuyanka	phrase-prefix
xiaozhuyankai	phrase-full
xiaozu	phrase-prefix
xiaozuz	phrase-prefix
xiaozuzh	phrase-prefix
xiaozuzha	phrase-prefix
xiaozuzhan	phrase-prefix
xiaozuzhang	phrase-full
xiap	adjacent-key
xiaq	phrase-prefix
xiaqu	phrase-full
xiat	phrase-prefix
xiati	phrase-prefix
xiatie	phrase-prefix
xiatiez	phrase-prefix
xiatiezi	phrase-full
xiay	phrase-prefix
xiayu	phrase-prefix
xiayus	phrase-prefix
xiayush	phrase-prefix
xiayushu	phrase-prefix
xiayushun	phrase-full
xiaz	phrase-prefix
xiazh	phrase-prefix
xiazho	phrase-prefix
xiazhon	phrase-prefix
xiazhong	phrase-full
xib	adjacent-key,phrase-prefix
xiba	phrase-prefix
xiban	phrase-prefix
xibany	phrase-prefix
xibanya	phrase-prefix
xibanyaw	phrase-prefix
xibanyawe	phrase-prefix
xibanyawen	phrase-prefix
xibanyawenx	phrase-prefix
xibanyawenxu	phrase-prefix
xibanyawenxue	phrase-full
xibao	phrase-prefix
xibaoz	phrase-prefix
xibaozh	phrase-prefix
xibaozhu	phrase-prefix
xibaozhua	phrase-prefix
xibaozhuan	phrase-prefix
xibaozhuang	phrase-full
xibg	adjacent-key
xie	adjacent-key,phrase-prefix,syllable
xiec	phrase-prefix
xiech	phrase-prefix
xiechi	phrase-full
xied	phrase-prefix
xiedi	phrase-prefix
xiedia	phrase-prefix
xiedian	phrase-full
xiee	phrase-prefix
xieen	phrase-full
xieq	phrase-prefix
xiequ	phrase-full
xiet	phrase-prefix
xieto	phrase-prefix
xieton	phrase-prefix
xietong	phrase-prefix
xietongs	phrase-prefix
xietongsh	phrase-prefix
xietongshu	phrase-full
xiez	phrase-prefix
xiezh	phrase-prefix
xiezhu	phrase-prefix
xiezhua	phrase-prefix
xiezhuan	phrase-prefix
xiezhuang	phrase-prefix
xiezhuangy	phrase-prefix
xiezhuangyi	phrase-full
xif	phrase-prefix
xifa	phrase-prefix
xifan	phrase-prefix
xifang	phrase-full
xig	missing-letter
xign	transposed-letters
xii	adjacent-key
xiing	adjacent-key
xij	phrase-prefix
xiji	phrase-prefix
xijia	phrase-prefix
xijiad	phrase-prefix
xijiada	phrase-prefix
xijiadai	phrase-prefix
xijiadaij	phrase-prefix
xijiadaiju	phrase-prefix
xijiadaijua	phrase-prefix
xijiadaijuan	phrase-full
xijiao	phrase-prefix
xijiaom	phrase-prefix
xijiaoma	phrase-prefix
xijiaoman	phrase-prefix
xijiaomany	phrase-prefix
xijiaomanya	phrase-prefix
xijiaomanyan	phrase-full
xijie	phrase-prefix
xijiex	phrase-prefix
xijiexi	phrase-prefix
xijiexin	phrase-prefix
xijiexing	phrase-full
xil	phrase-prefix
xila	phrase-prefix
xilai	phrase-full
xili	phrase-full
xim	adjacent-key
ximg	adjacent-key
xin	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
xina	transposed-letters
xinag	transposed-letters
xinb	phrase-prefix
xinba	phrase-prefix
xinban	phrase-full
xinf	adjacent-key,phrase-prefix
xinfe	phrase-prefix
xinfen	phrase-prefix
xinfeng	phrase-full
xing	missing-letter,phrase-prefix,syllable
xingb	phrase-prefix
xingba	phrase-prefix
xingban	phrase-full
xingh	phrase-prefix
xinghu	phrase-prefix
xinghua	phrase-prefix
xinghual	phrase-prefix
xinghualo	phrase-prefix
xinghualou	phrase-full
xingn	phrase-prefix
xingna	phrase-prefix
xingnan	phrase-prefix
xingnang	phrase-full
xingo	phrase-prefix
xingou	phrase-prefix
xingour	phrase-prefix
xingouru	phrase-full
xingt	phrase-prefix
xingta	phrase-prefix
xingtan	phrase-full
xingu	phrase-prefix
xingua	phrase-prefix
xinguan	phrase-prefix
xinguang	phrase-prefix
xinguangs	phrase-prefix
xinguangsa	phrase-prefix
xinguangsan	phrase-prefix
xinguangsany	phrase-prefix
xinguangsanyu	phrase-prefix
xinguangsanyue	phrase-prefix
xinguangsanyueb	phrase-prefix
xinguangsanyueba	phrase-prefix
xinguangsanyuebai	phrase-prefix
xinguangsanyuebaih	phrase-prefix
xinguangsanyuebaihu	phrase-prefix
xinguangsanyuebaihuo	phrase-full
xinh	adjacent-key
xinj	phrase-prefix
xinji	phrase-full,phrase-prefix
xinjia	phrase-prefix
xinjiao	phrase-prefix
xinjiaot	phrase-prefix
xinjiaotu	phrase-full
xinjiay	phrase-prefix
xinjiayi	phrase-prefix
xinjiayig	phrase-prefix
xinjiayige	phrase-full
xinl	phrase-prefix
xinle	phrase-prefix
xinley	phrase-prefix
xinleyu	phrase-prefix
xinleyua	phrase-prefix
xinleyuan	phrase-full
xinog	transposed-letters
xins	phrase-prefix
xinsh	phrase-prefix
xinshi	phrase-full
xint	phrase-prefix
xinta	phrase-prefix
xintai	phrase-prefix
xintaib	phrase-prefix
xintaibi	phrase-full
xinw	phrase-prefix
xinwa	phrase-prefix
xinwan	phrase-prefix
xinwanz	phrase-prefix
xinwanzh	phrase-prefix
xinwanzhi	phrase-full
xinwe	phrase-prefix
xinwen	phrase-prefix
xinwenm	phrase-prefix
xinwenme	phrase-prefix
xinwenmei	phrase-prefix
xinwenmeit	phrase-prefix
xinwenmeiti	phrase-full
xinx	phrase-prefix
xinxi	phrase-prefix
xinxie	phrase-full
xinxin	phrase-full,phrase-prefix
xinxing	phrase-full
xinxu	phrase-prefix
xinxun	phrase-full
xiny	phrase-prefix
xinya	phrase-prefix
xinyan	phrase-prefix
xinyanf	phrase-prefix
xinyanfa	phrase-full
xinz	phrase-prefix
xinzh	phrase-prefix
xinzha	phrase-full
xinzi	phrase-full
xio	missing-letter,phrase-prefix,syllable-prefix
xioa	transposed-letters
xiobg	adjacent-key
xiog	missing-letter
xiogn	transposed-letters
xiomg	adjacent-key
xion	missing-letter,phrase-prefix,syllable-prefix
xionf	adjacent-key
xiong	phrase-prefix,syllable
xiongl	phrase-prefix
xiongle	phrase-prefix
xionglem	phrase-prefix
xionglemo	phrase-full
xiongz	phrase-prefix
xiongzh	phrase-prefix
xiongzho	phrase-prefix
xiongzhon	phrase-prefix
xiongzhong	phrase-prefix
xiongzhongx	phrase-prefix
xiongzhongxi	phrase-prefix
xiongzhongxim	phrase-prefix
xiongzhongximo	phrase-full
xionh	adjacent-key
xipng	adjacent-key
xiq	phrase-prefix
xiqi	phrase-full
xir	adjacent-key
xis	adjacent-key,phrase-prefix
xisi	phrase-prefix
xisil	phrase-prefix
xisila	phrase-prefix
xisilai	phrase-prefix
xisilaij	phrase-prefix
xisilaiji	phrase-prefix
xisilaijie	phrase-full
xisn	adjacent-key
xisng	adjacent-key
xiso	adjacent-key,phrase-prefix
xison	phrase-prefix
xisong	phrase-full
xiu	phrase-prefix,syllable
xiud	phrase-prefix
xiudi	phrase-prefix
xiudin	phrase-prefix
xiuding	phrase-full
xiul	phrase-prefix
xiula	phrase-prefix
xiulai	phrase-full
xiw	adjacent-key
xiy	adjacent-key,phrase-prefix
xiya	phrase-prefix
xiyan	phrase-prefix
xiyang	phrase-prefix
xiyangw	phrase-prefix
xiyangwe	phrase-prefix
xiyangwen	phrase-prefix
xiyangwenx	phrase-prefix
xiyangwenxu	phrase-prefix
xiyangwenxue	phrase-full
xj	phrase-initial
xjdj	phrase-initial
xji	phrase-mixed
xjia	phrase-mixed
xjiadjuan	phrase-mixed
xjiang	phrase-mixed
xjiao	phrase-mixed
xjiaomyan	phrase-mixed
xjiaot	phrase-mixed
xjiayge	phrase-mixed
xjiex	phrase-mixed
xjin	phrase-mixed
xjing	phrase-mixed
xjmy	phrase-initial
xjt	phrase-initial
xjx	phrase-initial
xjyg	phrase-initial
xk	phrase-initial
xkuan	phrase-mixed
xkuang	phrase-mixed
xl	phrase-initial
xlai	phrase-mixed
xlao	phrase-mixed
xlem	phrase-mixed
xley	phrase-mixed
xli	phrase-mixed
xlm	phrase-initial
xlue	phrase-mixed
xly	phrase-initial
xm	phrase-initial
xmaoc	phrase-mixed
xmc	phrase-initial
xmi	phrase-mixed
xming	phrase-mixed
xn	missing-letter,phrase-initial
xnang	phrase-mixed
xng	missing-letter
xni	transposed-letters
xnig	transposed-letters
xnong	phrase-mixed
xnu	transposed-letters
xo	adjacent-key
xoa	adjacent-key
xoan	adjacent-key
xoang	adjacent-key
xoao	adjacent-key
xoe	adjacent-key
xoing	transposed-letters
xon	adjacent-key
xong	adjacent-key,missing-letter
xoong	adjacent-key
xou	adjacent-key
xpis	phrase-mixed
xps	phrase-initial
xq	phrase-initial
xqi	phrase-mixed
xqq	phrase-initial
xqsw	phrase-initial
xqu	phrase-mixed
xquex	phrase-mixed
xquq	phrase-mixed
xquswu	phrase-mixed
xqx	phrase-initial
xr	phrase-initial
xrann	phrase-mixed
xrcs	phrase-initial
xri	phrase-mixed
xricsheng	phrase-mixed
xrn	phrase-initial
xs	phrase-initial
xshan	phrase-mixed
xshe	phrase-mixed
xshi	phrase-mixed
xsiljie	phrase-mixed
xslj	phrase-initial
xsong	phrase-mixed
xsu	phrase-mixed
xt	phrase-initial
xtaib	phrase-mixed
xtan	phrase-mixed
xtao	phrase-mixed
xtb	phrase-initial
xtiez	phrase-mixed
xtongs	phrase-mixed
xts	phrase-initial
xtz	phrase-initial
xu	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
xua	adjacent-key,missing-letter,phrase-prefix,syllable-prefix
xuab	adjacent-key
xuam	adjacent-key
xuan	adjacent-key,phrase-prefix,syllable
xuang	adjacent-key,phrase-prefix
xuange	phrase-prefix
xuangel	phrase-prefix
xuangeli	phrase-prefix
xuangelia	phrase-prefix
xuangelian	phrase-prefix
xuangeliang	phrase-prefix
xuangeliangd	phrase-prefix
xuangeliangdi	phrase-full
xuanm	phrase-prefix
xuanma	phrase-prefix
xuanmao	phrase-prefix
xuanmaoc	phrase-prefix
xuanmaoch	phrase-prefix
xuanmaocho	phrase-prefix
xuanmaochon	phrase-prefix
xuanmaochong	phrase-full
xuao	adjacent-key
xub	adjacent-key
xue	adjacent-key,phrase-prefix,syllable
xuej	phrase-prefix
xueji	phrase-prefix
xuejia	phrase-full
xues	phrase-prefix
xuesh	phrase-prefix
xuesha	phrase-prefix
xueshan	phrase-full
xug	phrase-prefix
xugo	phrase-prefix
xugou	phrase-prefix
xugoud	phrase-prefix
xugoude	phrase-full
xuh	phrase-prefix
xuhu	phrase-prefix
xuhua	phrase-full
xui	adjacent-key,transposed-letters
xum	adjacent-key,phrase-prefix
xumi	phrase-full,phrase-prefix
xumin	phrase-prefix
xuming	phrase-full
xun	adjacent-key,missing-letter,phrase-prefix,syllable
xuna	transposed-letters
xung	adjacent-key
xunh	phrase-prefix
xunhe	phrase-full
xunhu	phrase-prefix
xunhua	phrase-prefix
xunhuan	phrase-prefix
xunhuanl	phrase-prefix
xunhuanlu	phrase-prefix
xunhuanlun	phrase-full
xunhui	phrase-full
xunj	phrase-prefix
xunji	phrase-prefix
xunjia	phrase-prefix
xunjiao	phrase-full
xunk	phrase-prefix
xunku	phrase-prefix
xunkua	phrase-prefix
xunkuan	phrase-prefix
xunkuang	phrase-full
xunt	phrase-prefix
xunta	phrase-prefix
xuntao	phrase-full
xuny	phrase-prefix
xunye	phrase-full
xuo	adjacent-key
xuong	adjacent-key
xur	adjacent-key,phrase-prefix
xuri	phrase-full,phrase-prefix
xuric	phrase-prefix
xurich	phrase-prefix
xurichu	phrase-prefix
xurichus	phrase-prefix
xurichush	phrase-prefix
xurichushe	phrase-prefix
xurichushen	phrase-prefix
xurichusheng	phrase-full
xus	phrase-prefix
xush	phrase-prefix
xushe	phrase-full
xusn	adjacent-key
xuu	adjacent-key
xuw	adjacent-key
xuy	phrase-prefix
xuyi	phrase-prefix
xuyin	phrase-prefix
xuying	phrase-prefix
xuyingg	phrase-prefix
xuyinggu	phrase-prefix
xuyinggus	phrase-prefix
xuyinggush	phrase-prefix
xuyinggushi	phrase-full
xuz	phrase-prefix
xuzh	phrase-prefix
xuzha	phrase-prefix
xuzhan	phrase-prefix
xuzhany	phrase-prefix
xuzhanyu	phrase-prefix
xuzhanyua	phrase-prefix
xuzhanyuan	phrase-full
xwanz	phrase-mixed
xwenmti	phrase-mixed
xwmt	phrase-initial
xwz	phrase-initial
xx	phrase-initial
xxiangk	phrase-mixed
xxie	phrase-mixed
xxielshe	phrase-mixed
xxin	phrase-mixed
xxing	phrase-mixed
xxk	phrase-initial
xxls	phrase-initial
xxun	phrase-mixed
xy	adjacent-key,phrase-initial
xyan	adjacent-key
xyanf	phrase-mixed
xyangwxue	phrase-mixed
xye	adjacent-key,phrase-mixed
xyeq	phrase-mixed
xyf	phrase-initial
xygs	phrase-initial
xyinggshi	phrase-mixed
xyingl	phrase-mixed
xyl	phrase-initial
xyn	adjacent-key
xyq	phrase-initial
xys	phrase-initial
xyus	phrase-mixed
xywx	phrase-initial
xz	phrase-initial
xzf	phrase-initial
xzha	phrase-mixed
xzhangf	phrase-mixed
xzhany	phrase-mixed
xzhis	phrase-mixed
xzhong	phrase-mixed
xzhongxmo	phrase-mixed
xzhuang	phrase-mixed
xzhuangy	phrase-mixed
xzhuykai	phrase-mixed
xzi	phrase-mixed
xzs	phrase-initial
xzu	phrase-mixed
xzuz	phrase-mixed
xzxm	phrase-initial
xzy	phrase-initial
xzyk	phrase-initial
xzz	phrase-initial
y	adjacent-key,missing-letter,phrase-prefix,syllable-prefix
ya	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
yab	adjacent-key
yabg	adjacent-key
yac	phrase-prefix
yach	phrase-prefix
yacho	phrase-prefix
yachon	phrase-prefix
yachong	phrase-full
yaf	phrase-prefix
yafe	phrase-prefix
yafen	phrase-prefix
yafeng	phrase-full
yag	missing-letter,phrase-prefix
yagn	transposed-letters
yagu	phrase-prefix
yagun	phrase-full
yai	adjacent-key,syllable
yam	adjacent-key
yamg	adjacent-key
yan	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
yanf	adjacent-key
yang	adjacent-key,phrase-prefix,syllable
yangc	phrase-prefix
yangch	phrase-prefix
yangcha	phrase-prefix
yangchan	phrase-prefix
yangchang	phrase-prefix
yangchangx	phrase-prefix
yangchangxi	phrase-prefix
yangchangxia	phrase-prefix
yangchangxiao	phrase-prefix
yangchangxiaod	phrase-prefix
yangchangxiaoda	phrase-prefix
yangchangxiaodao	phrase-full
yangh	phrase-prefix
yanghu	phrase-prefix
yanghuc	phrase-prefix
yanghuch	phrase-prefix
yanghuche	phrase-prefix
yanghuchen	phrase-prefix
yanghucheng	phrase-full
yangt	phrase-prefix
yangtu	phrase-prefix
yangtui	phrase-full
yanh	adjacent-key,phrase-prefix
yanhu	phrase-full
yank	phrase-prefix
yanku	phrase-prefix
yankua	phrase-prefix
yankuan	phrase-prefix
yankuang	phrase-full
yanr	phrase-prefix
yanra	phrase-prefix
yanran	phrase-full
yans	phrase-prefix
yansh	phrase-prefix
yansho	phrase-prefix
yanshou	phrase-prefix
yanshouh	phrase-prefix
yanshouhu	phrase-prefix
yanshouhua	phrase-prefix
yanshouhuan	phrase-prefix
yanshouhuanf	phrase-prefix
yanshouhuanfe	phrase-prefix
yanshouhuanfei	phrase-full
yanw	phrase-prefix
yanwu	phrase-prefix
yanwum	phrase-prefix
yanwumi	phrase-prefix
yanwumim	phrase-prefix
yanwumima	phrase-prefix
yanwumiman	phrase-full
yanx	phrase-prefix
yanxi	phrase-prefix
yanxia	phrase-prefix
yanxiao	phrase-prefix
yanxiaob	phrase-prefix
yanxiaobu	phrase-prefix
yanxiaobug	phrase-prefix
yanxiaobugo	phrase-prefix
yanxiaobugou	phrase-full
yany	phrase-prefix
yanyu	phrase-prefix
yanyue	phrase-prefix
yanyuex	phrase-prefix
yanyuexi	phrase-prefix
yanyuexiu	phrase-prefix
yanyuexiuh	phrase-prefix
yanyuexiuhu	phrase-prefix
yanyuexiuhua	phrase-full
yanz	phrase-prefix
yanzh	phrase-prefix
yanzhu	phrase-full
yao	adjacent-key,phrase-prefix,syllable
yaoc	phrase-prefix
yaoci	phrase-full
yaoq	phrase-prefix
yaoqi	phrase-prefix
yaoqil	phrase-prefix
yaoqila	phrase-prefix
yaoqilai	phrase-full
yaox	phrase-prefix
yaoxi	phrase-prefix
yaoxia	phrase-prefix
yaoxian	phrase-full
yaoy	phrase-prefix
yaoya	phrase-prefix
yaoyao	phrase-prefix
yaoyaod	phrase-prefix
yaoyaodi	phrase-full
yap	adjacent-key
yat	phrase-prefix
yate	phrase-prefix
yatel	phrase-prefix
yatela	phrase-prefix
yatelan	phrase-prefix
yateland	phrase-prefix
yatelanda	phrase-prefix
yatelandal	phrase-prefix
yatelandala	phrase-prefix
yatelandalao	phrase-prefix
yatelandalaoy	phrase-prefix
yatelandalaoyi	phrase-prefix
yatelandalaoyin	phrase-prefix
yatelandalaoying	phrase-full
yatelanday	phrase-prefix
yatelandayo	phrase-prefix
yatelandayon	phrase-prefix
yatelandayong	phrase-prefix
yatelandayongs	phrase-prefix
yatelandayongsh	phrase-prefix
yatelandayongshi	phrase-full
yau	adjacent-key
yaun	transposed-letters
yb	phrase-initial
ybaibshid	phrase-mixed
ybaos	phrase-mixed
ybbsd	phrase-initial
ybd	phrase-initial
ybei	phrase-mixed
ybi	phrase-mixed
ybian	phrase-mixed
ybiao	phrase-mixed
ybied	phrase-mixed
ybs	phrase-initial
yc	phrase-initial
ycc	phrase-initial
ychangxdao	phrase-mixed
ychaoc	phrase-mixed
ychizyang	phrase-mixed
ychong	phrase-mixed
ychuq	phrase-mixed
yci	phrase-mixed
ycq	phrase-initial
ycuo	phrase-mixed
ycxd	phrase-initial
yczy	phrase-initial
yd	phrase-initial
ydan	phrase-initial
ydao	phrase-mixed
ydcg	phrase-initial
ydd	phrase-initial
yde	phrase-initial,phrase-mixed
ydiana	phrase-mixed
ydiane	phrase-mixed
ydjs	phrase-initial
ydongcguan	phrase-mixed
ydongd	phrase-mixed
ydongjsai	phrase-mixed
yduan	phrase-mixed
ye	adjacent-key,missing-letter,phrase-prefix,syllable
yeg	phrase-prefix
yegu	phrase-prefix
yeguo	phrase-prefix
yeguoz	phrase-prefix
yeguozi	phrase-full
yen	phrase-prefix
yene	phrase-prefix
yenen	phrase-prefix
yeneng	phrase-prefix
yenengg	phrase-prefix
yenenggo	phrase-prefix
yenenggou	phrase-full
yeng	adjacent-key
yerzzaiesan	phrase-mixed
yeu	transposed-letters
yex	phrase-prefix
yexi	phrase-prefix
yexia	phrase-prefix
yexiao	phrase-prefix
yexiaos	phrase-prefix
yexiaosh	phrase-prefix
yexiaoshe	phrase-prefix
yexiaoshen	phrase-prefix
yexiaosheng	phrase-full
yexu	phrase-prefix
yexuh	phrase-prefix
yexuhu	phrase-prefix
yexuhui	phrase-full
yeym	phrase-initial
yeymei	phrase-mixed
yez	phrase-prefix
yezh	phrase-prefix
yezhu	phrase-full
yezzes	phrase-initial
yf	phrase-initial
yfaxshi	phrase-mixed
yfen	phrase-mixed
